-0.20548,1.4859,1
3.2023,1.2784,1
6.4114,0.64112,1
9.4701,-0.45676,1
12.261,-1.7642,1
14.929,-2.8298,1
17.643,-3.5297,1
20.318,-3.6744,1
22.856,-3.1005,1
25.408,-1.8566,1
28.329,-0.46419,1
31.568,0.39558,1
34.856,0.62158,1
38.041,0.38705,1
41.082,-0.0030081,1
44.112,-0.41396,1
47.145,-0.87167,1
50.159,-1.3642,1
53.156,-1.8618,1
56.151,-2.3352,1
59.166,-2.8108,1
62.183,-3.3149,1
65.191,-3.8486,1
68.198,-4.4049,1
71.224,-5.0269,1
74.246,-5.7752,1
77.256,-6.7043,1
80.24,-7.9695,1
83.055,-9.7581,1
85.441,-12.167,1
87.21,-14.991,1
88.506,-17.786,1
89.852,-20.39,1
91.398,-22.86,1
93.14,-25.225,1
95.051,-27.477,1
97.084,-29.695,1
99.165,-31.851,1
101.31,-33.962,1
103.5,-36.031,1
105.73,-38.035,1
108.01,-39.924,1
110.37,-41.63,1
112.81,-42.932,1
115.35,-43.606,1
118.03,-43.615,1
120.71,-43.003,1
123.4,-41.963,1
126.1,-40.688,1
128.85,-39.348,1
131.76,-38.094,1
134.88,-37.167,1
138.21,-36.773,1
141.67,-37.302,1
144.82,-38.953,1
147.2,-41.525,1
148.7,-44.619,1
149.36,-47.977,1
149.13,-51.362,1
148.33,-54.513,1
147.24,-57.441,1
146.23,-60.219,1
145.49,-62.991,1
145.1,-65.82,1
145.08,-68.647,1
145.45,-71.49,1
146.06,-74.421,1
146.74,-77.344,1
147.5,-80.261,1
148.29,-83.188,1
149.13,-86.044,1
150.14,-88.737,1
151.5,-91.003,1
153.35,-92.552,1
155.74,-93.211,1
158.42,-93.143,1
161.16,-92.548,1
163.89,-91.577,1
166.59,-90.387,1
169.25,-89.046,1
171.89,-87.604,1
174.54,-86.11,1
177.21,-84.622,1
179.91,-83.164,1
182.66,-81.765,1
185.44,-80.44,1
188.29,-79.182,1
191.51,-78.222,1
195.02,-78.17,1
198.41,-79.382,1
201.07,-81.822,1
202.71,-84.813,1
203.63,-88.061,1
203.83,-91.359,1
203.55,-94.604,1
202.75,-97.803,1
201.47,-100.78,1
199.85,-103.57,1
197.91,-106.12,1
195.76,-108.46,1
193.43,-110.59,1
190.98,-112.54,1
188.44,-114.35,1
185.86,-116.04,1
183.26,-117.67,1
180.65,-119.26,1
178.01,-120.81,1
175.34,-122.33,1
172.65,-123.81,1
169.94,-125.24,1
167.21,-126.64,1
164.4,-127.97,1
161.37,-129.11,1
158.05,-129.71,1
154.66,-129.5,1
151.45,-128.5,1
148.58,-127.13,1
145.88,-125.61,1
143.3,-124.18,1
140.7,-123.09,1
137.98,-122.42,1
135.26,-122.26,1
132.56,-122.67,1
129.92,-123.61,1
127.27,-124.9,1
124.67,-126.32,1
122.13,-127.89,1
119.52,-129.53,1
116.72,-131.04,1
113.79,-132.28,1
110.84,-133.28,1
107.87,-134.17,1
104.88,-134.95,1
101.89,-135.65,1
98.893,-136.3,1
95.861,-136.88,1
92.815,-137.37,1
89.763,-137.78,1
86.686,-138.1,1
83.572,-138.29,1
80.445,-138.32,1
77.325,-138.17,1
74.236,-137.87,1
71.24,-137.52,1
68.309,-137.34,1
65.364,-137.36,1
62.405,-137.55,1
59.453,-137.89,1
56.491,-138.35,1
53.515,-138.88,1
50.517,-139.43,1
47.491,-139.94,1
44.452,-140.4,1
41.363,-140.77,1
38.224,-140.96,1
35.069,-140.92,1
31.937,-140.66,1
28.804,-140.16,1
25.711,-139.36,1
22.653,-138.13,1
19.783,-135.88,1
18.393,-132.24,1
19.305,-128.46,1
22.107,-125.87,1
25.382,-124.73,1
28.546,-124.34,1
31.562,-124.03,1
34.638,-123.75,1
37.713,-123.57,1
40.736,-123.41,1
43.745,-123.2,1
46.759,-122.95,1
49.774,-122.66,1
