-0.19793,1.4869,1
3.2563,1.2288,1
6.368,0.59227,1
9.4163,-0.18162,1
12.435,-1.214,1
15.35,-2.4965,1
18.17,-4.1099,1
20.754,-6.1114,1
23.023,-8.4367,1
24.983,-10.92,1
26.796,-13.264,1
28.682,-15.004,1
30.737,-15.545,1
32.706,-14.811,1
34.169,-12.895,1
35.32,-10.285,1
36.319,-7.4324,1
37.191,-4.6063,1
37.883,-1.6962,1
38.55,1.2893,1
39.201,4.2635,1
39.835,7.2497,1
40.474,10.245,1
41.115,13.228,1
41.712,16.199,1
42.278,19.197,1
42.861,22.217,1
43.494,25.234,1
44.164,28.228,1
44.852,31.22,1
45.601,34.229,1
46.5,37.255,1
47.671,40.238,1
49.26,43.135,1
51.395,45.722,1
54.1,47.804,1
57.232,49.174,1
60.604,49.732,1
64.03,49.431,1
67.265,48.223,1
70.022,46.409,1
72.453,44.375,1
74.74,42.117,1
76.758,39.69,1
78.645,37.219,1
80.438,34.674,1
82.141,32.09,1
83.784,29.491,1
85.407,26.904,1
87.038,24.323,1
88.673,21.737,1
90.303,19.14,1
91.917,16.531,1
93.511,13.916,1
95.102,11.312,1
96.706,8.7123,1
98.303,6.0544,1
99.797,3.2862,1
101.11,0.36511,1
102.08,-2.76,1
102.47,-6.1018,1
102.22,-9.3908,1
101.54,-12.557,1
100.57,-15.558,1
99.754,-18.274,1
99.651,-20.867,1
100.23,-23.647,1
101.01,-26.595,1
101.74,-29.667,1
102.09,-33.02,1
101.31,-36.558,1
99.158,-39.533,1
95.928,-41.317,1
92.509,-41.781,1
89.263,-41.59,1
86.191,-41.184,1
83.156,-40.736,1
80.173,-40.325,1
77.2,-40.046,1
74.209,-39.896,1
71.232,-39.888,1
68.264,-40.042,1
65.311,-40.365,1
62.371,-40.854,1
59.477,-41.493,1
56.773,-42.372,1
54.245,-43.652,1
51.981,-45.247,1
50.306,-47.221,1
49.749,-49.293,1
50.463,-51.396,1
52.289,-53.259,1
54.663,-55.001,1
57.17,-56.809,1
59.624,-58.583,1
62.113,-60.289,1
64.647,-61.934,1
67.223,-63.528,1
69.83,-65.082,1
72.462,-66.605,1
75.114,-68.108,1
77.776,-69.604,1
80.44,-71.092,1
83.106,-72.555,1
85.784,-73.983,1
88.461,-75.318,1
91.205,-76.532,1
93.992,-77.607,1
96.796,-78.629,1
99.472,-79.204,1
102.09,-79.09,1
104.41,-78.195,1
106.26,-76.503,1
107.42,-74.272,1
107.83,-71.617,1
108,-68.502,1
108.64,-65.204,1
110.04,-62.09,1
112.18,-59.408,1
114.94,-57.354,1
118,-56.045,1
121.13,-55.206,1
124.3,-54.736,1
127.48,-54.54,1
130.76,-54.734,1
133.97,-55.444,1
137.02,-56.616,1
139.87,-58.171,1
142.51,-60.123,1
144.81,-62.501,1
146.68,-65.158,1
148.23,-67.971,1
149.46,-70.95,1
150.37,-74.042,1
150.89,-77.264,1
150.94,-80.533,1
150.58,-83.733,1
149.88,-86.881,1
148.8,-89.943,1
147.34,-92.828,1
145.61,-95.514,1
143.65,-98.034,1
141.5,-100.37,1
139.19,-102.52,1
136.78,-104.52,1
134.3,-106.41,1
131.74,-108.19,1
129.15,-109.88,1
126.54,-111.51,1
123.92,-113.11,1
121.3,-114.69,1
118.69,-116.27,1
116.07,-117.85,1
113.47,-119.44,1
110.89,-121.05,1
108.34,-122.69,1
105.81,-124.37,1
103.3,-126.08,1
100.8,-127.82,1
98.329,-129.59,1
95.891,-131.38,1
93.495,-133.23,1
91.144,-135.13,1
88.849,-137.08,1
86.6,-139.1,1
84.404,-141.17,1
82.286,-143.29,1
80.282,-145.5,1
78.385,-147.81,1
76.596,-150.2,1
74.92,-152.67,1
73.338,-155.23,1
71.807,-157.85,1
70.26,-160.51,1
68.597,-163.16,1
66.779,-165.73,1
64.794,-168.19,1
62.564,-170.52,1
59.995,-172.55,1
57.127,-174.18,1
53.991,-175.3,1
50.602,-175.74,1
47.187,-175.3,1
44.036,-174.03,1
41.274,-172.24,1
38.823,-170.06,1
36.736,-167.69,1
34.797,-165.66,1
32.61,-164.33,1
30.066,-163.71,1
27.466,-163.86,1
24.829,-164.68,1
22.491,-166.01,1
20.57,-167.84,1
19.153,-170.15,1
18.145,-172.8,1
17.373,-175.68,1
16.594,-178.68,1
15.648,-181.71,1
14.286,-184.7,1
12.385,-187.46,1
9.8796,-189.77,1
6.894,-191.41,1
3.7764,-192.4,1
0.6363,-193.01,1
-2.5103,-193.35,1
-5.7145,-193.45,1
-9.0224,-193.06,1
-12.205,-192.07,1
-15.159,-190.43,1
-17.687,-188.13,1
-19.571,-185.33,1
-20.922,-182.42,1
-22.022,-179.47,1
-22.923,-176.42,1
-23.591,-173.36,1
-24.172,-170.34,1
-24.68,-167.27,1
-25.118,-164.23,1
-25.511,-161.17,1
-25.82,-158.07,1
-26.012,-154.96,1
-26.115,-151.88,1
-26.178,-148.81,1
-26.207,-145.72,1
-26.108,-142.58,1
-25.81,-139.44,1
-25.187,-136.24,1
-24.211,-133.23,1
-23.428,-130.51,1
-23.324,-127.93,1
-24.064,-125.5,1
-25.599,-123.43,1
-27.751,-121.37,1
-30.019,-119.27,1
-32.192,-116.48,1
-33.024,-112.79,1
-32.019,-109.21,1
-29.765,-106.48,1
-27.393,-104.46,1
-25.086,-102.52,1
-23.398,-100.58,1
-22.759,-98.412,1
-23.391,-96.467,1
-25.214,-94.906,1
-27.853,-93.812,1
-30.857,-92.176,1
-33.368,-89.983,1
-35.412,-87.277,1
-36.763,-84.171,1
-37.575,-81.084,1
-38.121,-77.97,1
-38.579,-74.994,1
-39.191,-72.09,1
-39.96,-69.208,1
-40.856,-66.336,1
-41.824,-63.454,1
-42.822,-60.591,1
-43.864,-57.704,1
-44.837,-54.759,1
-45.697,-51.636,1
-45.65,-47.968,1
-43.982,-44.657,1
-40.961,-42.434,1
-37.126,-42.021,1
-33.744,-43.575,1
-31.327,-46.051,1
-29.533,-48.525,1
-27.66,-50.712,1
-25.563,-52.62,1
-23.203,-54.155,1
-20.676,-55.207,1
-17.997,-55.692,1
-15.216,-55.606,1
-12.386,-55.106,1
-9.7106,-54.251,1
-7.4697,-52.929,1
-5.7996,-50.907,1
-4.2793,-48.456,1
-3.3201,-45.925,1
-2.9463,-43.221,1
-3.1291,-40.476,1
-3.8454,-37.76,1
-4.9475,-35.158,1
-6.4745,-32.842,1
-8.4139,-30.637,1
-10.507,-28.442,1
-12.638,-26.197,1
-14.695,-23.77,1
-16.532,-21.075,1
-17.856,-17.916,1
